"統計期","性別","<b>總計</b>","印尼","菲律賓","泰國","越南","其他國籍","<b>產業移工</b>","產業移工/印尼","產業移工/菲律賓","產業移工/泰國","產業移工/越南","產業移工/其他國籍","<b>社福移工</b>","社福移工/印尼","社福移工/菲律賓","社福移工/泰國","社福移工/越南","社福移工/其他國籍","<b>其他</b>","其他/印尼","其他/菲律賓","其他/泰國","其他/越南","其他/其他國籍"
"110年 4月底","合計",51374,25178,2380,967,22848,1,22338,4420,548,912,16457,1,28913,20736,1830,53,6294,－,123,22,2,2,97,－
"110年 4月底","男",19690,4189,474,809,14217,1,19173,4018,437,789,13928,1,448,161,35,18,234,－,69,10,2,2,55,－
"110年 4月底","女",31684,20989,1906,158,8631,－,3165,402,111,123,2529,－,28465,20575,1795,35,6060,－,54,12,－,－,42,－
"110年 5月底","合計",51719,25417,2404,1003,22894,1,22524,4474,564,949,16536,1,29064,20921,1838,51,6254,－,131,22,2,3,104,－
"110年 5月底","男",19900,4243,489,843,14324,1,19373,4071,452,824,14025,1,454,162,35,16,241,－,73,10,2,3,58,－
"110年 5月底","女",31819,21174,1915,160,8570,－,3151,403,112,125,2511,－,28610,20759,1803,35,6013,－,58,12,－,－,46,－
"110年 6月底","合計",51976,25430,2402,1014,23129,1,22845,4499,564,959,16822,1,29004,20912,1836,51,6205,－,127,19,2,4,102,－
"110年 6月底","男",20228,4265,487,853,14622,1,19693,4095,451,834,14312,1,457,160,34,15,248,－,78,10,2,4,62,－
"110年 6月底","女",31748,21165,1915,161,8507,－,3152,404,113,125,2510,－,28547,20752,1802,36,5957,－,49,9,－,－,40,－
"110年 7月底","合計",52632,25450,2414,1040,23727,1,23537,4534,568,979,17455,1,28957,20897,1844,54,6162,－,138,19,2,7,110,－
"110年 7月底","男",20886,4296,490,875,15224,1,20336,4124,454,854,14903,1,463,162,34,15,252,－,87,10,2,6,69,－
"110年 7月底","女",31746,21154,1924,165,8503,－,3201,410,114,125,2552,－,28494,20735,1810,39,5910,－,51,9,－,1,41,－
"110年 8月底","合計",53293,25605,2407,1063,24217,1,24145,4587,575,997,17985,1,29010,20998,1830,57,6125,－,138,20,2,9,107,－
"110年 8月底","男",21501,4348,498,895,15759,1,20943,4176,461,872,15433,1,471,161,35,15,260,－,87,11,2,8,66,－
"110年 8月底","女",31792,21257,1909,168,8458,－,3202,411,114,125,2552,－,28539,20837,1795,42,5865,－,51,9,－,1,41,－
"110年 9月底","合計",53692,25821,2425,1092,24353,1,24416,4615,599,1022,18179,1,29126,21185,1824,58,6059,－,150,21,2,12,115,－
"110年 9月底","男",21819,4380,519,920,15999,1,21246,4205,481,894,15665,1,483,164,36,16,267,－,90,11,2,10,67,－
"110年 9月底","女",31873,21441,1906,172,8354,－,3170,410,118,128,2514,－,28643,21021,1788,42,5792,－,60,10,－,2,48,－
"110年 10月底","合計",54275,25933,2436,1117,24788,1,24907,4623,608,1044,18631,1,29218,21290,1826,60,6042,－,150,20,2,13,115,－
"110年 10月底","男",22283,4391,528,937,16426,1,21710,4216,491,910,16092,1,485,165,35,16,269,－,88,10,2,11,65,－
"110年 10月底","女",31992,21542,1908,180,8362,－,3197,407,117,134,2539,－,28733,21125,1791,44,5773,－,62,10,－,2,50,－
"110年 11月底","合計",55243,25984,2441,1142,25675,1,25732,4633,619,1068,19411,1,29350,21332,1820,61,6137,－,161,19,2,13,127,－
"110年 11月底","男",23073,4396,543,955,17178,1,22482,4225,506,928,16822,1,492,161,35,16,280,－,99,10,2,11,76,－
"110年 11月底","女",32170,21588,1898,187,8497,－,3250,408,113,140,2589,－,28858,21171,1785,45,5857,－,62,9,－,2,51,－
"110年 12月底","合計",55805,26006,2452,1167,26179,1,26197,4642,619,1091,19844,1,29435,21346,1830,61,6198,－,173,18,3,15,137,－
"110年 12月底","男",23465,4405,543,978,17538,1,22865,4234,505,950,17175,1,493,161,35,16,281,－,107,10,3,12,82,－
"110年 12月底","女",32340,21601,1909,189,8641,－,3332,408,114,141,2669,－,28942,21185,1795,45,5917,－,66,8,－,3,55,－
"111年底","合計",80331,27095,2632,1745,48858,1,47474,5375,754,1620,39724,1,32350,21677,1871,69,8733,－,507,43,7,56,401,－
"111年底","男",42202,5096,669,1469,34967,1,41307,4927,630,1402,34347,1,587,146,32,18,391,－,308,23,7,49,229,－
"111年底","女",38129,21999,1963,276,13891,－,6167,448,124,218,5377,－,31763,21531,1839,51,8342,－,199,20,－,7,172,－
"111年 1月底","合計",56878,26083,2460,1179,27155,1,27083,4632,623,1102,20725,1,29618,21433,1834,61,6290,－,177,18,3,16,140,－
"111年 1月底","男",24222,4395,546,988,18292,1,23613,4223,508,959,17922,1,499,162,35,16,286,－,110,10,3,13,84,－
"111年 1月底","女",32656,21688,1914,191,8863,－,3470,409,115,143,2803,－,29119,21271,1799,45,6004,－,67,8,－,3,56,－
"111年 2月底","合計",58581,26114,2454,1216,28796,1,28611,4629,621,1136,22224,1,29773,21467,1830,60,6416,－,197,18,3,20,156,－
"111年 2月底","男",25545,4386,545,1020,19593,1,24922,4218,507,988,19208,1,500,158,35,16,291,－,123,10,3,16,94,－
"111年 2月底","女",33036,21728,1909,196,9203,－,3689,411,114,148,3016,－,29273,21309,1795,44,6125,－,74,8,－,4,62,－
"111年 3月底","合計",61435,26179,2467,1245,31543,1,30921,4613,620,1155,24532,1,30278,21546,1844,61,6827,－,236,20,3,29,184,－
"111年 3月底","男",27556,4374,545,1045,21591,1,26888,4206,505,1004,21172,1,521,158,37,17,309,－,147,10,3,24,110,－
"111年 3月底","女",33879,21805,1922,200,9952,－,4033,407,115,151,3360,－,29757,21388,1807,44,6518,－,89,10,－,5,74,－
"111年 4月底","合計",64573,26209,2491,1274,34598,1,33495,4595,630,1182,27087,1,30817,21591,1858,61,7307,－,261,23,3,31,204,－
"111年 4月底","男",29811,4356,554,1073,23827,1,29104,4185,515,1029,23374,1,544,159,36,18,331,－,163,12,3,26,122,－
"111年 4月底","女",34762,21853,1937,201,10771,－,4391,410,115,153,3713,－,30273,21432,1822,43,6976,－,98,11,－,5,82,－
"111年 5月底","合計",66789,26456,2505,1321,36506,1,35203,4636,635,1223,28708,1,31297,21797,1867,63,7570,－,289,23,3,35,228,－
"111年 5月底","男",31348,4397,557,1116,25277,1,30598,4223,518,1066,24790,1,569,162,36,19,352,－,181,12,3,31,135,－
"111年 5月底","女",35441,22059,1948,205,11229,－,4605,413,117,157,3918,－,30728,21635,1831,44,7218,－,108,11,－,4,93,－
"111年 6月底","合計",70331,26512,2521,1370,39927,1,38053,4673,646,1271,31462,1,31943,21816,1871,62,8194,－,335,23,4,37,271,－
"111年 6月底","男",33899,4431,567,1157,27743,1,33103,4260,528,1105,27209,1,591,159,35,19,378,－,205,12,4,33,156,－
"111年 6月底","女",36432,22081,1954,213,12184,－,4950,413,118,166,4253,－,31352,21657,1836,43,7816,－,130,11,－,4,115,－
"111年 7月底","合計",72655,26479,2534,1411,42230,1,40093,4698,650,1308,33436,1,32194,21758,1879,65,8492,－,368,23,5,38,302,－
"111年 7月底","男",35707,4455,573,1192,29486,1,34872,4288,534,1139,28910,1,609,155,34,19,401,－,226,12,5,34,175,－
"111年 7月底","女",36948,22024,1961,219,12744,－,5221,410,116,169,4526,－,31585,21603,1845,46,8091,－,142,11,－,4,127,－
"111年 8月底","合計",74268,26571,2537,1492,43667,1,41567,4774,661,1380,34751,1,32293,21773,1872,65,8583,－,408,24,4,47,333,－
"111年 8月底","男",36982,4527,583,1260,30611,1,36125,4361,546,1199,30018,1,606,153,33,19,401,－,251,13,4,42,192,－
"111年 8月底","女",37286,22044,1954,232,13056,－,5442,413,115,181,4733,－,31687,21620,1839,46,8182,－,157,11,－,5,141,－
"111年 9月底","合計",76210,26715,2562,1568,45364,1,43390,4900,687,1450,36352,1,32370,21787,1871,65,8647,－,450,28,4,53,365,－
"111年 9月底","男",38526,4643,611,1320,31951,1,37651,4479,572,1253,31346,1,601,151,35,19,396,－,274,13,4,48,209,－
"111年 9月底","女",37684,22072,1951,248,13413,－,5739,421,115,197,5006,－,31769,21636,1836,46,8251,－,176,15,－,5,156,－
"111年 10月底","合計",77782,26888,2569,1635,46689,1,44940,5084,689,1516,37650,1,32364,21769,1875,65,8655,－,478,35,5,54,384,－
"111年 10月底","男",39914,4822,612,1382,33097,1,39024,4654,572,1316,32481,1,597,151,35,18,393,－,293,17,5,48,223,－
"111年 10月底","女",37868,22066,1957,253,13592,－,5916,430,117,200,5169,－,31767,21618,1840,47,8262,－,185,18,－,6,161,－
"111年 11月底","合計",79355,26983,2604,1699,48068,1,46491,5236,719,1578,38957,1,32366,21706,1879,65,8716,－,498,41,6,56,395,－
"111年 11月底","男",41304,4971,639,1437,34256,1,40400,4801,599,1369,33630,1,598,149,34,18,397,－,306,21,6,50,229,－
"111年 11月底","女",38051,22012,1965,262,13812,－,6091,435,120,209,5327,－,31768,21557,1845,47,8319,－,192,20,－,6,166,－
"111年 12月底","合計",80331,27095,2632,1745,48858,1,47474,5375,754,1620,39724,1,32350,21677,1871,69,8733,－,507,43,7,56,401,－
"111年 12月底","男",42202,5096,669,1469,34967,1,41307,4927,630,1402,34347,1,587,146,32,18,391,－,308,23,7,49,229,－
"111年 12月底","女",38129,21999,1963,276,13891,－,6167,448,124,218,5377,－,31763,21531,1839,51,8342,－,199,20,－,7,172,－
"112年底","合計",86352,27272,2646,1803,54630,1,55268,6662,876,1689,46040,1,29375,19721,1751,58,7845,－,1709,889,19,56,745,－
"112年底","男",49097,6282,762,1557,40495,1,48155,6113,723,1488,39830,1,524,128,31,17,348,－,418,41,8,52,317,－
"112年底","女",37255,20990,1884,246,14135,－,7113,549,153,201,6210,－,28851,19593,1720,41,7497,－,1291,848,11,4,428,－
"112年 1月底","合計",80643,27154,2654,1771,49063,1,47823,5471,777,1648,39926,1,32301,21634,1870,72,8725,－,519,49,7,51,412,－
"112年 1月底","男",42457,5189,689,1495,35083,1,41560,5018,650,1432,34459,1,585,146,32,18,389,－,312,25,7,45,235,－
"112年 1月底","女",38186,21965,1965,276,13980,－,6263,453,127,216,5467,－,31716,21488,1838,54,8336,－,207,24,－,6,177,－
"112年 2月底","合計",82897,27151,2655,1845,51245,1,50250,5629,786,1716,42118,1,32075,21463,1862,72,8678,－,572,59,7,57,449,－
"112年 2月底","男",44660,5340,692,1569,37058,1,43736,5168,654,1501,36412,1,580,145,31,18,386,－,344,27,7,50,260,－
"112年 2月底","女",38237,21811,1963,276,14187,－,6514,461,132,215,5706,－,31495,21318,1831,54,8292,－,228,32,－,7,189,－
"112年 3月底","合計",83590,26926,2641,1844,52178,1,51324,5709,801,1716,43097,1,31636,21122,1829,68,8617,－,630,95,11,60,464,－
"112年 3月底","男",45677,5416,706,1582,37972,1,44748,5247,669,1511,37320,1,577,141,30,18,388,－,352,28,7,53,264,－
"112年 3月底","女",37913,21510,1935,262,14206,－,6576,462,132,205,5777,－,31059,20981,1799,50,8229,－,278,67,4,7,200,－
"112年 4月底","合計",83277,26864,2608,1840,51964,1,51292,5776,790,1711,43014,1,31303,20942,1805,65,8491,－,682,146,13,64,459,－
"112年 4月底","男",45607,5465,698,1582,37861,1,44696,5300,661,1506,37228,1,567,136,30,19,382,－,344,29,7,57,251,－
"112年 4月底","女",37670,21399,1910,258,14103,－,6596,476,129,205,5786,－,30736,20806,1775,46,8109,－,338,117,6,7,208,－
"112年 5月底","合計",82998,26617,2586,1802,51992,1,51504,5826,790,1679,43208,1,30739,20588,1785,64,8302,－,755,203,11,59,482,－
"112年 5月底","男",45781,5510,693,1546,38031,1,44882,5347,656,1474,37404,1,553,134,30,18,371,－,346,29,7,54,256,－
"112年 5月底","女",37217,21107,1893,256,13961,－,6622,479,134,205,5804,－,30186,20454,1755,46,7931,－,409,174,4,5,226,－
"112年 6月底","合計",82822,26429,2505,1778,52109,1,51755,5907,770,1659,43418,1,30186,20237,1721,61,8167,－,881,285,14,58,524,－
"112年 6月底","男",46080,5585,670,1534,38290,1,45167,5424,634,1463,37645,1,547,131,29,17,370,－,366,30,7,54,275,－
"112年 6月底","女",36742,20844,1835,244,13819,－,6588,483,136,196,5773,－,29639,20106,1692,44,7797,－,515,255,7,4,249,－
"112年 7月底","合計",83383,26584,2529,1775,52494,1,52296,6038,789,1656,43812,1,30064,20173,1725,63,8103,－,1023,373,15,56,579,－
"112年 7月底","男",46550,5711,688,1535,38615,1,45628,5550,652,1465,37960,1,542,130,29,18,365,－,380,31,7,52,290,－
"112年 7月底","女",36833,20873,1841,240,13879,－,6668,488,137,191,5852,－,29522,20043,1696,45,7738,－,643,342,8,4,289,－
"112年 8月底","合計",84339,26736,2526,1784,53292,1,53236,6177,799,1664,44595,1,29949,20092,1714,62,8081,－,1154,467,13,58,616,－
"112年 8月底","男",47339,5835,698,1543,39262,1,46399,5673,664,1471,38590,1,545,129,30,18,368,－,395,33,4,54,304,－
"112年 8月底","女",37000,20901,1828,241,14030,－,6837,504,135,193,6005,－,29404,19963,1684,44,7713,－,759,434,9,4,312,－
"112年 9月底","合計",85201,26884,2551,1795,53970,1,54065,6307,815,1674,45268,1,29849,20009,1724,62,8054,－,1287,568,12,59,648,－
"112年 9月底","男",48097,5954,709,1548,39885,1,47156,5788,676,1475,39216,1,542,130,29,18,365,－,399,36,4,55,304,－
"112年 9月底","女",37104,20930,1842,247,14085,－,6909,519,139,199,6052,－,29307,19879,1695,44,7689,－,888,532,8,4,344,－
"112年 10月底","合計",85797,27043,2596,1795,54362,1,54650,6449,845,1675,45680,1,29726,19925,1736,62,8003,－,1421,669,15,58,679,－
"112年 10月底","男",48615,6083,734,1549,40248,1,47669,5913,697,1477,39581,1,541,132,30,18,361,－,405,38,7,54,306,－
"112年 10月底","女",37182,20960,1862,246,14114,－,6981,536,148,198,6099,－,29185,19793,1706,44,7642,－,1016,631,8,4,373,－
"112年 11月底","合計",86248,27139,2617,1803,54688,1,55141,6574,857,1687,46022,1,29558,19803,1744,61,7950,－,1549,762,16,55,716,－
"112年 11月底","男",49013,6200,744,1552,40516,1,48070,6034,706,1483,39846,1,534,129,31,18,356,－,409,37,7,51,314,－
"112年 11月底","女",37235,20939,1873,251,14172,－,7071,540,151,204,6176,－,29024,19674,1713,43,7594,－,1140,725,9,4,402,－
"112年 12月底","合計",86352,27272,2646,1803,54630,1,55268,6662,876,1689,46040,1,29375,19721,1751,58,7845,－,1709,889,19,56,745,－
"112年 12月底","男",49097,6282,762,1557,40495,1,48155,6113,723,1488,39830,1,524,128,31,17,348,－,418,41,8,52,317,－
"112年 12月底","女",37255,20990,1884,246,14135,－,7113,549,153,201,6210,－,28851,19593,1720,41,7497,－,1291,848,11,4,428,－
"113年底","合計",90928,28557,2744,1842,57784,1,59394,7669,957,1738,49029,1,30490,20738,1779,50,7923,－,1044,150,8,54,832,－
"113年底","男",52570,7206,827,1588,42948,1,51603,7032,789,1525,42256,1,534,117,33,15,369,－,433,57,5,48,323,－
"113年底","女",38358,21351,1917,254,14836,－,7791,637,168,213,6773,－,29956,20621,1746,35,7554,－,611,93,3,6,509,－
"113年 1月底","合計",85947,27361,2659,1798,54128,1,54957,6756,889,1688,45623,1,29150,19615,1744,58,7733,－,1840,990,26,52,772,－
"113年 1月底","男",48755,6361,777,1552,40064,1,47820,6193,738,1486,39402,1,519,128,30,17,344,－,416,40,9,49,318,－
"113年 1月底","女",37192,21000,1882,246,14064,－,7137,563,151,202,6221,－,28631,19487,1714,41,7389,－,1424,950,17,3,454,－
"113年 2月底","合計",85229,26851,2676,1747,53954,1,54781,6696,899,1642,45543,1,28471,19058,1747,54,7612,－,1977,1097,30,51,799,－
"113年 2月底","男",48701,6316,782,1511,40091,1,47769,6146,743,1446,39433,1,511,125,30,17,339,－,421,45,9,48,319,－
"113年 2月底","女",36528,20535,1894,236,13863,－,7012,550,156,196,6110,－,27960,18933,1717,37,7273,－,1556,1052,21,3,480,－
"113年 3月底","合計",86309,27068,2698,1753,54789,1,55692,6817,916,1647,46311,1,28457,19026,1746,52,7633,－,2160,1225,36,54,845,－
"113年 3月底","男",49469,6422,799,1516,40731,1,48518,6253,758,1449,40057,1,513,122,30,16,345,－,438,47,11,51,329,－
"113年 3月底","女",36840,20646,1899,237,14058,－,7174,564,158,198,6254,－,27944,18904,1716,36,7288,－,1722,1178,25,3,516,－
"113年 4月底","合計",86905,27281,2703,1767,55153,1,56151,6903,920,1662,46665,1,28424,19016,1742,52,7614,－,2330,1362,41,53,874,－
"113年 4月底","男",49829,6506,804,1529,40989,1,48882,6333,761,1463,40324,1,505,122,31,16,336,－,442,51,12,50,329,－
"113年 4月底","女",37076,20775,1899,238,14164,－,7269,570,159,199,6341,－,27919,18894,1711,36,7278,－,1888,1311,29,3,545,－
"113年 5月底","合計",87172,27431,2695,1787,55258,1,56327,6972,924,1685,46745,1,28352,18979,1731,51,7591,－,2493,1480,40,51,922,－
"113年 5月底","男",49962,6573,803,1550,41035,1,49018,6400,762,1487,40368,1,503,122,30,15,336,－,441,51,11,48,331,－
"113年 5月底","女",37210,20858,1892,237,14223,－,7309,572,162,198,6377,－,27849,18857,1701,36,7255,－,2052,1429,29,3,591,－
"113年 6月底","合計",87345,27470,2687,1792,55395,1,56516,7032,924,1688,46871,1,30174,20369,1754,52,7999,－,655,69,9,52,525,－
"113年 6月底","男",50128,6623,801,1553,41150,1,49179,6450,760,1488,40480,1,538,122,34,16,366,－,411,51,7,49,304,－
"113年 6月底","女",37217,20847,1886,239,14245,－,7337,582,164,200,6391,－,29636,20247,1720,36,7633,－,244,18,2,3,221,－
"113年 7月底","合計",87576,27604,2707,1781,55483,1,56640,7094,938,1680,46927,1,30245,20437,1760,51,7997,－,691,73,9,50,559,－
"113年 7月底","男",50218,6678,816,1541,41182,1,49280,6507,775,1478,40519,1,529,121,34,16,358,－,409,50,7,47,305,－
"113年 7月底","女",37358,20926,1891,240,14301,－,7360,587,163,202,6408,－,29716,20316,1726,35,7639,－,282,23,2,3,254,－
"113年 8月底","合計",88068,27755,2704,1779,55829,1,57034,7210,937,1676,47210,1,30277,20464,1758,52,8003,－,757,81,9,51,616,－
"113年 8月底","男",50543,6784,810,1536,41412,1,49599,6611,770,1474,40743,1,530,120,33,16,361,－,414,53,7,46,308,－
"113年 8月底","女",37525,20971,1894,243,14417,－,7435,599,167,202,6467,－,29747,20344,1725,36,7642,－,343,28,2,5,308,－
"113年 9月底","合計",88881,27911,2719,1801,56449,1,57746,7310,949,1697,47789,1,30325,20508,1761,51,8005,－,810,93,9,53,655,－
"113年 9月底","男",51158,6878,819,1557,41903,1,50204,6704,780,1494,41225,1,530,119,33,15,363,－,424,55,6,48,315,－
"113年 9月底","女",37723,21033,1900,244,14546,－,7542,606,169,203,6564,－,29795,20389,1728,36,7642,－,386,38,3,5,340,－
"113年 10月底","合計",89666,28101,2726,1811,57027,1,58402,7410,947,1706,48338,1,30396,20582,1770,51,7993,－,868,109,9,54,696,－
"113年 10月底","男",51726,6965,819,1568,42373,1,50766,6791,780,1504,41690,1,533,118,33,15,367,－,427,56,6,49,316,－
"113年 10月底","女",37940,21136,1907,243,14654,－,7636,619,167,202,6648,－,29863,20464,1737,36,7626,－,441,53,3,5,380,－
"113年 11月底","合計",90269,28283,2731,1831,57423,1,58896,7524,953,1729,48689,1,30423,20631,1769,50,7973,－,950,128,9,52,761,－
"113年 11月底","男",52145,7072,824,1581,42667,1,51188,6900,785,1519,41983,1,531,116,33,15,367,－,426,56,6,47,317,－
"113年 11月底","女",38124,21211,1907,250,14756,－,7708,624,168,210,6706,－,29892,20515,1736,35,7606,－,524,72,3,5,444,－
"113年 12月底","合計",90928,28557,2744,1842,57784,1,59394,7669,957,1738,49029,1,30490,20738,1779,50,7923,－,1044,150,8,54,832,－
"113年 12月底","男",52570,7206,827,1588,42948,1,51603,7032,789,1525,42256,1,534,117,33,15,369,－,433,57,5,48,323,－
"113年 12月底","女",38358,21351,1917,254,14836,－,7791,637,168,213,6773,－,29956,20621,1746,35,7554,－,611,93,3,6,509,－
"114年底","合計",94542,29700,2688,1936,60217,1,63079,8816,946,1840,51476,1,30837,20809,1735,51,8242,－,626,75,7,45,499,－
"114年底","男",55750,8289,814,1676,44970,1,54811,8127,780,1621,44282,1,533,106,29,14,384,－,406,56,5,41,304,－
"114年底","女",38792,21411,1874,260,15247,－,8268,689,166,219,7194,－,30304,20703,1706,37,7858,－,220,19,2,4,195,－
"114年 1月底","合計",90833,28636,2750,1835,57611,1,59280,7719,956,1732,48872,1,30453,20753,1785,50,7865,－,1100,164,9,53,874,－
"114年 1月底","男",52421,7246,827,1580,42767,1,51462,7074,789,1518,42080,1,530,116,33,15,366,－,429,56,5,47,321,－
"114年 1月底","女",38412,21390,1923,255,14844,－,7818,645,167,214,6792,－,29923,20637,1752,35,7499,－,671,108,4,6,553,－
"114年 2月底","合計",91861,28724,2752,1820,58564,1,60250,7810,961,1715,49763,1,30403,20719,1782,51,7851,－,1208,195,9,54,950,－
"114年 2月底","男",53332,7334,832,1568,43597,1,52358,7166,794,1505,42892,1,534,113,33,16,372,－,440,55,5,47,333,－
"114年 2月底","女",38529,21390,1920,252,14967,－,7892,644,167,210,6871,－,29869,20606,1749,35,7479,－,768,140,4,7,617,－
"114年 3月底","合計",92627,28842,2758,1831,59195,1,60918,7902,970,1723,50322,1,30400,20725,1779,52,7844,－,1309,215,9,56,1029,－
"114年 3月底","男",53930,7416,839,1577,44097,1,52948,7247,800,1512,43388,1,532,112,34,16,370,－,450,57,5,49,339,－
"114年 3月底","女",38697,21426,1919,254,15098,－,7970,655,170,211,6934,－,29868,20613,1745,36,7474,－,859,158,4,7,690,－
"114年 4月底","合計",93126,28945,2764,1829,59587,1,61334,7976,970,1721,50666,1,30660,20871,1787,54,7948,－,1132,98,7,54,973,－
"114年 4月底","男",54279,7490,835,1575,44378,1,53295,7316,797,1510,43671,1,539,114,33,16,376,－,445,60,5,49,331,－
"114年 4月底","女",38847,21455,1929,254,15209,－,8039,660,173,211,6995,－,30121,20757,1754,38,7572,－,687,38,2,5,642,－
"114年 5月底","合計",93491,29049,2752,1851,59838,1,61672,8037,967,1744,50923,1,30638,20910,1778,54,7896,－,1181,102,7,53,1019,－
"114年 5月底","男",54531,7541,833,1598,44558,1,53558,7371,797,1534,43855,1,533,113,31,16,373,－,440,57,5,48,330,－
"114年 5月底","女",38960,21508,1919,253,15280,－,8114,666,170,210,7068,－,30105,20797,1747,38,7523,－,741,45,2,5,689,－
"114年 6月底","合計",93918,29142,2745,1862,60168,1,62057,8111,964,1754,51227,1,30632,20923,1773,54,7882,－,1229,108,8,54,1059,－
"114年 6月底","男",54913,7612,833,1608,44859,1,53928,7441,796,1543,44147,1,536,113,31,16,376,－,449,58,6,49,336,－
"114年 6月底","女",39005,21530,1912,254,15309,－,8129,670,168,211,7080,－,30096,20810,1742,38,7506,－,780,50,2,5,723,－
"114年 7月底","合計",94213,29256,2742,1889,60325,1,62327,8217,961,1783,51365,1,30621,20926,1773,54,7868,－,1265,113,8,52,1092,－
"114年 7月底","男",55100,7712,827,1628,44932,1,54123,7540,791,1565,44226,1,535,113,30,16,376,－,442,59,6,47,330,－
"114年 7月底","女",39113,21544,1915,261,15393,－,8204,677,170,218,7139,－,30086,20813,1743,38,7492,－,823,54,2,5,762,－
"114年 8月底","合計",94301,29311,2737,1892,60360,1,62479,8327,959,1783,51409,1,30504,20872,1770,55,7807,－,1318,112,8,54,1144,－
"114年 8月底","男",55223,7813,823,1627,44959,1,54248,7643,788,1562,44254,1,532,112,29,16,375,－,443,58,6,49,330,－
"114年 8月底","女",39078,21498,1914,265,15401,－,8231,684,171,221,7155,－,29972,20760,1741,39,7432,－,875,54,2,5,814,－
"114年 9月底","合計",94647,29456,2729,1901,60560,1,62821,8434,961,1795,51630,1,30446,20901,1759,53,7733,－,1380,121,9,53,1197,－
"114年 9月底","男",55523,7918,823,1637,45144,1,54550,7749,788,1574,44438,1,527,111,29,15,372,－,446,58,6,48,334,－
"114年 9月底","女",39124,21538,1906,264,15416,－,8271,685,173,221,7192,－,29919,20790,1730,38,7361,－,934,63,3,5,863,－
"114年 10月底","合計",94749,29538,2708,1912,60590,1,63057,8579,949,1811,51717,1,30285,20837,1751,52,7645,－,1407,122,8,49,1228,－
"114年 10月底","男",55755,8064,813,1653,45224,1,54781,7895,778,1595,44512,1,528,109,30,14,375,－,446,60,5,44,337,－
"114年 10月底","女",38994,21474,1895,259,15366,－,8276,684,171,216,7205,－,29757,20728,1721,38,7270,－,961,62,3,5,891,－
"114年 11月底","合計",94919,29651,2702,1930,60635,1,63282,8710,946,1832,51793,1,30182,20819,1747,52,7564,－,1455,122,9,46,1278,－
"114年 11月底","男",55946,8187,811,1670,45277,1,54970,8021,776,1614,44558,1,526,107,30,14,375,－,450,59,5,42,344,－
"114年 11月底","女",38973,21464,1891,260,15358,－,8312,689,170,218,7235,－,29656,20712,1717,38,7189,－,1005,63,4,4,934,－
"114年 12月底","合計",94542,29700,2688,1936,60217,1,63079,8816,946,1840,51476,1,30837,20809,1735,51,8242,－,626,75,7,45,499,－
"114年 12月底","男",55750,8289,814,1676,44970,1,54811,8127,780,1621,44282,1,533,106,29,14,384,－,406,56,5,41,304,－
"114年 12月底","女",38792,21411,1874,260,15247,－,8268,689,166,219,7194,－,30304,20703,1706,37,7858,－,220,19,2,4,195,－
"115年 1月底","合計",94131,29738,2678,1944,59770,1,62728,8890,938,1848,51051,1,30788,20771,1733,51,8233,－,615,77,7,45,486,－
"115年 1月底","男",55428,8367,803,1684,44573,1,54500,8205,770,1629,43895,1,526,104,28,14,380,－,402,58,5,41,298,－
"115年 1月底","女",38703,21371,1875,260,15197,－,8228,685,168,219,7156,－,30262,20667,1705,37,7853,－,213,19,2,4,188,－
"115年 2月底","合計",93305,29572,2665,1929,59138,1,62099,8858,936,1832,50472,1,30602,20637,1722,51,8192,－,604,77,7,46,474,－
"115年 2月底","男",54854,8338,799,1672,44044,1,53937,8176,766,1616,43378,1,526,104,28,14,380,－,391,58,5,42,286,－
"115年 2月底","女",38451,21234,1866,257,15094,－,8162,682,170,216,7094,－,30076,20533,1694,37,7812,－,213,19,2,4,188,－
"115年 3月底","合計",94271,29814,2653,1944,59859,1,62953,8997,934,1848,51173,1,30714,20742,1712,49,8211,－,604,75,7,47,475,－
"115年 3月底","男",55658,8478,799,1687,44693,1,54731,8316,765,1631,44018,1,534,104,29,13,388,－,393,58,5,43,287,－
"115年 3月底","女",38613,21336,1854,257,15166,－,8222,681,169,217,7155,－,30180,20638,1683,36,7823,－,211,17,2,4,188,－

